,삼성전자,한국전력,현대차,삼성물산,NAVER,SK하이닉스,현대모비스,아모레퍼시픽,삼성생명,POSCO,신한지주,SK텔레콤,LG화학,기아차,KT&G,LG생활건강,SK,KB금융,SK이노베이션,삼성화재,삼성에스디에스,아모레G,LG,LG디스플레이,현대중공업,롯데케미칼,고려아연,하나금융지주,강원랜드,LG전자,KT,삼성SDI,한미사이언스,S-Oil,한국항공우주,우리은행,한국타이어,현대제철,현대글로비스,코웨이,기업은행,롯데쇼핑,한미약품,한온시스템,엔씨소프트,CJ,CJ제일제당,삼성카드,BGF리테일,LG유플러스,한화생명,CJ대한통운,동부화재,GS,효성,오리온,KCC,이마트,현대건설,삼성전기,한화케미칼,에스원,한국가스공사,GS리테일,한샘,현대산업,유한양행,한화테크윈,현대백화점,한전KPS,두산중공업,대림산업,NH투자증권,BNK금융지주,한화,삼성증권,포스코대우,호텔신라,미래에셋증권,미래에셋대우,대우건설,롯데제과,오뚜기,두산,만도,현대위아,한국금융지주,삼성엔지니어링,삼성중공업,금호석유,대한항공,OCI,영풍,GS건설,코오롱인더,녹십자,LG이노텍,현대로템,신세계,LS,롯데칠성,한국타이어월드와이드,한국콜마,제일기획,영진약품,농심,팬오션,현대증권,현대엘리베이,대한전선,GKL,두산인프라코어,현대그린푸드,삼립식품,SK케미칼,쌍용양회,아이에스동서,현대미포조선,하이트진로,금호타이어,DGB금융지주,SK네트웍스,동원시스템즈,현대홈쇼핑,영원무역,코리안리,녹십자홀딩스,JW중외제약,제일약품,쿠쿠전자,코스맥스,넥센타이어,LG상사,대한유화,LS산전,한전기술,현대상선,대우조선해양,LG생명과학,대상,한올바이오파마,부광약품,쌍용차,삼양사,SKC,삼양홀딩스,다우기술,한세실업,LG하우시스,동원산업,한솔케미칼,종근당,한섬,롯데푸드,태광산업,대웅제약,도레이케미칼,일양약품,롯데정밀화학,동아에스티,동아쏘시오홀딩스,풍산,세아베스틸,영원무역홀딩스,한라홀딩스,동국제강,AK홀딩스,휴켐스,동원F&B,S&T모티브,한국단자,삼성메디슨,동부하이텍,동양,일동홀딩스,락앤락,한국콜마홀딩스,대교,코오롱,고려제강,일진머티리얼즈,무학,LF,대웅,후성,한일시멘트,동아타이어,한국쉘석유,에스엘,빙그레,케이씨텍,세방전지,보령제약,대신증권,신도리코,남양유업,광동제약,서흥,신영증권,코스맥스비티아이,풀무원,팜스코,경방,크라운제과,삼진제약,SBS,송원산업,한진중공업,남해화학,종근당홀딩스,넥센,동부제철,현대리바트,한국철강,금호산업,유니드,세아제강,현대시멘트,퍼시스,한솔테크닉스,에이블씨엔씨,대덕전자,한미반도체,삼광글라스,알보젠코리아,한독,SK증권,풍산홀딩스,율촌화학,화신,조선내화,국도화학,일진홀딩스,파미셀,대원강업,벽산,일신방직,한솔홀딩스,일성신약,S&T중공업,환인제약,두산엔진,모토닉,오리엔트바이오,대한제분,하이트진로홀딩스,KPX케미칼,서연,자화전자,한국유리,두산건설,한국카본,이수화학,조광피혁,휴비스,삼화페인트,현대상사,대덕GDS,S&T홀딩스,동화약품,무림P&P,코오롱글로벌,대한제강,KISCO홀딩스,유진투자증권,웅진에너지,유수홀딩스,화승알앤에이,삼영전자,한국주철관,엔케이,노루홀딩스,경인양행,세종공업,태림포장,아세아,진원생명과학,F&F,신성솔라에너지,휴니드,대한제당,성신양회,성창기업지주,미래산업,코리아써키트,삼양식품,세원셀론텍,카프로,아세아제지,이수페타시스,백산,일진전기,TBH글로벌,계양전기,퍼스텍,KC그린홀딩스,디와이,웅진,현대비앤지스틸,동일산업,STX엔진,에넥스,디피씨,한진중공업홀딩스,KTB투자증권,동양물산,조광페인트,일진디스플,금양,인디에프,태경산업,포스코강판,남선알미늄,삼양통상,디아이,광전자,동양철관,대한화섬,한국제지,S&TC,유양디앤유,페이퍼코리아,덕성,한솔홈데코,샘표,동성화학,윌비스,에이엔피,무림페이퍼,아이카이스트랩,대원화성,사조동아원,대영포장,신원,사조대림,대창,삼화콘덴서,방림,휴스틸,신대양제지,대경기계,삼성공조,STX,인지컨트롤스,한솔아트원제지,영보화학,대우부품,수출포장,SJM홀딩스,금호전기,덕양산업,코스모신소재,동국실업,WISCOM,코스모화학,선도전기,전방,성안,이화산업,대양금속,평화홀딩스,콤텍시스템,한성기업,STX중공업,청호컴넷,한국전자홀딩스,한솔로지스틱스,대성합동지주,포스코티엠씨,세하,에쓰씨엔지니어링,하이트론,삼화전자,조흥은행,동아건설,삼환기업,로케트전기,삼성물산,강원산업,서통,제일모직,FnC코오롱,두산테크팩,동부일렉트로닉스,대호,고제,LGEI,동양화학,하나은행,두산건설,넥상스코리아,알앤엘바이오,SK,유니온스틸,고려시멘트,삼양제넥스,롯데미도파,세신,오리온전기,고합,신동방CP,외환은행,대구은행,부산은행,중앙제지,동원증권,극동전선,인천정유,동신제약,센추리,하나은행,한국기술산업,KEP전자,굿모닝신한증권,티이씨앤코,대한알미늄,퍼시픽글라스,다함이텍,삼애인더스,전기초자,한국컴퓨터지주,맥슨텔레콤,고려화학,일진,현대하이스코,코오롱유화,케드콤,케이씨오에너지,LG정보,계몽사,LG석유화학,셀런,GPS,금호케미칼,삼보컴퓨터,신한은행,AP우주통신,LG데이콤,오라바이오틱스,태평양제약,한미은행,에이치비이에너지,한국안전유리,KNC,태림페이퍼,기라정보통신,국민은행,한국합섬,한화화인케미칼,팬택,주택은행,고덴시,KTF,LG카드,현대오토넷,포스코플랜텍,우리금융,국민은행,팬택앤큐리텔,케이피케미칼,STX조선해양,하이트맥주
1995-10-31,108960,30944,26466,,,,9247,,,62791,,41049,,168492,,,,,,27033,,1240,19291,,,16086,16452,,,,,54737,583,7973,,1191882,,15898,,,,,,,,14214,,,,,,94142,2526,,21034,21866,52855,,1795651,24810,8979,,,,,,19485,15815,,,,13991,13316,,10432,15722,,10093,,16835,,8756,21358,14807,,,,,16388,7880,20489,67513,88935,10408,,292263,,,36971,12853,108962,1303,,,46319,16965,,7505,,92445,,,758,73722,17708,86393,16119,15060,465977,,,258143,61639,,,2394,4096,12251,1685,,,6450,13511,,97837,,117852,,,6070,932,1872,3217253,,,24078,,,,14563,13228,,,42881,525516,,151650,8926,33102,,10062,,2554279,2554,,9565,,,,,,,34328,66391,2890,,,,13245,7084,,,,14245,,30626,4940,17800,2416,11262,,3023,5868,12106,,61749,2156,3555,17323,,37357,,33506,2523,2801,,3068,,,11207,2009,793393,,,248818,,13012,87527,,59772,,2240,,12213,18756,3596,13297,15631,1330,1009,19530,21809,2524,1874,2039,1169,49872,15748,15088,6752137,,,1718,4740,36499,14558,11300,603,,26841,,2374,9725,10057,,2114,425652,2630,,4323,174620,58507,,19347,7315,,8872,13515,7200,2123,,1820,1575,,1540,28336,1214,866,,651444,9835,9761,5707,,1373,31130,,2366,23407,,,,,2376,48445,3554,2104,3542,146715,,,1551,,6351,,1002,1902,,4128,22641,,,2759,11989,,,172149,106880,24123,,,13191,1898,,3307,4621,848,14655,6739,1556635,,672,958945,400914,120011,1277,3322,43080,450276,,1540,6591,16378,,881491,,242884,20160,,28339,,179281,790,,4235286,1171,62485,,19610,144463,2238,,11831,,33659,1691,352,70905,10506,,,,4269,42677,72468,35676,10878,19893,15800,17287,13937,17119,7915,30805,36852,4224015,115073,17209,820559,14210,1595,16576,28439,15163,382555,51240,288155,337391,12762,53574,901603,15603,8752,7901,62702,9340,9737,9250,7284,156617,9765,109756,6091,9996,1104160,8760,11864,18022,5542,,2574,387504,75000,5242,37762,5734,202908,1609,43970,118807,,,20382,12857,6276,12658,18505852,91611,17646367,12082,9759,,20400,,1348,,9923,38810,,,,,,,,,,,,,,
1995-11-30,94043,30060,22561,,,,8685,,,55154,,38302,,159807,,,,,,25176,,1190,16946,,,13292,15625,,,,,51316,616,7937,,1254383,,14275,,,,,,,,13847,,,,,,85022,2882,,20164,19273,51869,,1648977,24047,7696,,,,,,19067,15473,,,,12409,12524,,9508,14846,,10181,,14663,,8559,20615,14975,,,,,15122,7288,19347,59496,90690,9290,,299506,,,33749,11643,99057,1111,,,46293,16111,,7229,,94347,,,705,67429,17999,77973,15313,13831,436817,,,237283,64172,,,2260,3908,11769,1871,,,6200,11822,,92726,,108067,,,6157,924,1635,2927347,,,22189,,,,14266,11708,,,39645,499736,,143760,9389,29845,,11643,,2404027,2771,,8621,,,,,,,32040,63315,3000,,,,13529,6936,,,,14792,,30970,4598,17158,2090,10123,,2744,5951,11564,,59933,2350,3274,17141,,34676,,33640,2424,2940,,2798,,3017,11175,1765,697839,,,229721,,13060,86443,,57080,,2144,,11181,19036,3314,13985,14296,1238,975,19280,20230,2629,1679,1789,1232,47630,14513,16042,6119124,,,1654,4117,33519,13507,10019,544,,24064,,2341,9262,9458,,2114,404174,2553,,4109,168447,55323,,18573,7063,,8082,12181,6221,1913,,1640,1339,,1547,27464,1080,983,,699605,8786,8968,5168,,1267,31691,,2287,21232,,,,,2350,44665,3706,1991,3795,140353,,,1369,,5894,,916,1772,,3850,21424,,,2572,11332,,,156499,96770,22527,,,13385,1863,,3133,4370,808,13725,5756,1556635,,624,913911,385641,105656,1242,3190,43618,398044,,1513,6197,15379,,796799,,210337,18533,,26497,,166731,777,,3989366,1246,57638,529,17976,135018,1990,,10496,,31763,1642,312,64195,9551,,,10969,4170,42677,65151,33703,9824,18439,14700,17767,13224,15820,7927,27463,31723,4021262,98284,17137,812755,13907,1533,16093,26661,15163,350676,48133,279881,328849,11359,48431,824226,16590,8966,8270,60208,8903,8994,8400,6464,148897,9704,112805,5688,9553,1041921,8150,10677,16258,5765,,2258,378730,69000,5261,36032,5322,189877,1307,41807,114624,,,18691,12857,6192,12417,16788009,88339,16429376,13424,9927,4654633,18000,,1561,144,9788,72911,10878,,,,,,,,,,,,,
1995-12-31,91449,30256,21756,,,,7817,,,47800,,48543,,160676,,,,,,28593,,1128,15774,,,12361,15708,,,,,50944,504,7937,,1126474,,14036,,,,,,,,13926,,,,,,80021,2713,,19438,17285,51869,,1582307,22874,7632,,,,,,18264,13487,,,,11159,10939,,8583,12704,,8777,,13712,,8854,20987,14640,,,,,13996,7280,20718,51479,95566,8879,,251998,,,34224,11719,95094,1043,,,37114,14646,,6216,,79891,,,624,53943,16979,79437,14910,12985,418229,,,241194,73460,,,1920,3947,10611,1596,,,5100,10884,,91266,,99557,,,5195,757,1219,2934418,,,21352,,,,13003,9907,,,41506,503702,,127982,8803,28457,,11063,,2253775,2300,,7892,,,,,,,27176,61521,2725,,,,11767,6490,,,,13845,,30970,5078,15140,2151,10395,,2288,4983,9757,,60660,1828,3181,16047,,31995,,29419,2163,2337,,3004,,2515,10273,1643,608075,,,238024,,12106,89424,,61388,,1978,,9977,19036,3747,11807,14773,1170,883,18716,17902,2500,1472,1597,1019,45178,14368,13094,5148504,,,1993,3994,34264,13894,8912,476,,23139,,2052,8799,8037,,2015,372934,2373,,3712,145517,55323,,16638,5928,,6186,10383,5990,1913,,1619,1144,,1274,29121,933,821,,681861,8276,9658,6000,,1152,29634,,2287,18447,,,,,1922,42432,3466,1754,3947,117989,,,1383,,5690,,744,1529,,3686,18836,,,2260,10018,,,140389,91474,19512,,1794,11445,1483,,3098,3973,657,12445,4699,1607120,,515,876825,450551,86133,980,2856,46311,310691,13382,1460,5991,15679,,639513,,210094,17543,,24873,,177488,573,,3142309,1756,57344,529,13458,112237,1678,,8110,,36978,1540,295,63748,8187,,,9292,4229,38156,70063,31894,8433,15914,13400,14406,11733,13695,6506,24702,31533,3514380,94437,16921,750321,13152,1235,12686,26464,14769,325172,45862,225389,324579,11009,43288,867961,15531,8112,6978,49876,7538,7953,7300,5429,146691,9582,112805,4712,8857,924359,7550,11016,15983,4243,26773,2168,426985,78000,5112,29114,4690,167539,1072,51178,102910,,,15309,11663,6722,12177,15538669,88012,14884734,12274,8404,4691771,14900,,1379,174,9653,77167,8608,,,,,,,,,,,,,
1996-01-31,93785,28975,21756,,,,7817,,,51998,,54788,,150139,,,,,,33532,,1070,15222,,,11755,15283,,,,,56689,535,7485,,1170650,,13890,,,,,,,,14060,,,,,,84533,2770,,19217,17551,51505,,1613953,23598,7424,2425,,,,,16721,13972,,,,11074,11414,,8916,12558,,9452,,12423,,8617,18245,16648,,,,,13712,6560,18960,61346,91740,8758,,322807,,,32810,11795,91211,985,,,36509,14097,,6446,,80282,,,584,63543,16979,81696,14155,12748,412812,,,227719,80679,,,2080,3979,10480,1632,,,3790,10221,,84933,,88400,,,4776,748,1373,2527842,,,20933,,,,13849,14045,,,38325,526553,,142505,8092,24338,,11333,,2131416,2356,,7582,,,,,,73043,27614,66253,2670,,,,11592,6316,,,,12606,,29993,5548,17139,2108,10960,,2612,5096,9395,,59167,2145,3066,15135,,28339,,33259,2319,2558,,2662,,2394,9830,1720,584461,,,204811,,12448,87768,,83466,,2162,,11337,32753,3450,11131,12732,1447,841,17056,20748,2623,1869,1697,1051,46146,14615,13885,4726496,,,1769,3771,29795,15543,10549,529,,21827,1518645,1936,10204,8898,,1957,387199,2413,,3758,135816,49586,,15598,5928,,6742,10442,6195,1773,,1747,1190,,1260,28943,1037,978,,903863,8247,8988,5881,,1350,26680,,2834,18002,,,,,2057,47952,3405,1925,3421,115676,,,1457,,6097,,866,1662,,3736,18946,1393,,2438,11587,,,147385,92546,19238,,2714,10766,1527,,2785,3738,719,13841,4444,1539094,,580,689769,409121,107953,1051,3640,41554,296282,14406,1752,5665,12983,,687909,,212872,17306,,24213,,228722,669,,3425400,2967,53730,529,14900,122238,1887,,10481,,38098,1691,359,59566,13435,,,5698,3684,40254,72433,34077,10043,17404,13000,15680,11868,14188,6499,26975,36532,3927837,84815,17372,725423,12920,1367,17267,23747,13172,258300,42684,228242,298954,11009,47952,789702,17461,8261,7244,49148,7866,8929,7280,5369,143382,8944,109756,6895,8225,935914,6810,11358,18365,5017,25458,2362,462816,85300,5701,33064,5229,256146,1266,53413,106754,,,19892,11566,6978,12674,20800440,86041,19815008,11315,10516,4265247,19000,,1242,250,10283,77167,8567,,,,,,,,,,,,,
1996-02-29,86108,28088,21756,,,,7663,,,49613,,52873,,145749,,,,,,35277,,923,14671,,,12533,14434,,,,,54314,538,7109,,1332626,,13281,,,,,,,,12830,,,,,,86037,2639,,16556,14892,47858,,1695329,21489,7216,6373,,,,,18264,12934,,,,11932,11256,,8450,12899,,8867,,13101,,7865,16543,15142,,,,,11439,6180,18501,49763,78494,10389,,291568,,,29982,11567,78963,861,,,34694,14219,,6814,,68534,,,566,56229,15639,77931,13349,11481,384432,,,200770,102759,,,2157,4081,9924,1587,,,3300,9937,,67797,,75526,,,4658,704,1198,2237935,,,23110,,,,11695,12355,,,34656,499728,,117997,7444,21396,,11063,,2013004,2300,,6784,,,,,,71556,22513,61258,2945,,,,10253,5570,,,,11841,,29993,5106,15425,1967,10557,,2240,5209,10028,,56233,1943,3305,16047,,31904,,24687,2071,2400,,2260,,2274,9514,1653,516569,,,202044,,11716,78108,,69966,,1793,,10884,24859,3517,11463,12052,1271,1020,15331,21116,3074,1712,1426,953,46275,14911,13533,4515491,,,1854,3224,24581,12495,10549,443,,23701,1427526,1863,8472,9759,,2030,348479,1950,,3529,95247,54504,,13519,6306,,4865,8858,5757,1791,,1602,1137,,1100,26724,890,894,,911791,7466,7790,5625,,1107,24298,,3301,15150,,,,,1832,42259,3482,1740,3401,98132,,,1139,,5826,,891,1582,,4002,21370,1122,,2260,10628,,,136191,74213,16412,,1953,9117,1447,,2738,3909,652,13608,4408,1475319,,537,625468,381933,93023,899,3064,38233,298983,13382,1460,5033,11584,,640325,,188125,15014,,23488,,188467,587,,3227236,3470,51288,529,13939,113904,1536,,8571,,35908,1594,839,58661,9586,,,5698,3725,43707,76384,33573,8814,15679,11700,13132,10258,13201,6045,24550,32494,3307652,73055,14890,761638,12687,1200,12893,24451,13970,216000,49495,211409,322443,9633,41413,786145,19483,9079,7509,44780,8139,7803,6820,5170,129044,10093,89431,5344,9047,912805,6400,10077,16273,4032,24800,2270,410563,83500,5530,29553,4645,201122,1100,56152,100775,,,15584,10691,5925,13917,16607466,77831,19204593,11219,9552,3554372,19300,,1155,265,11752,77167,8728,,,,,,,,,,,,,
1996-03-31,78105,31045,25413,,,,8228,,,54574,,54038,,148383,,,,,,35388,,993,16105,,,13916,14180,,,,,53242,532,6959,,1295813,,13115,,,,,,,,13097,,,,,,83631,2854,,17812,15069,51049,,1699849,20186,8257,7669,,,,,18510,13012,,,,12018,12694,,8650,12907,,9272,,14753,,8310,16354,15644,,,,,11012,6933,19112,54911,83400,10630,,291568,,,31679,12099,73686,850,,,31668,13853,,7745,,70492,,,633,49371,17351,77555,12744,11560,433453,,,237152,110403,,,2154,4087,9629,1651,,,3050,10221,,75620,,79389,,,4894,676,1277,2121266,,,23613,,,,12080,12938,,,33433,486813,,123443,7909,25194,,11171,,1736709,2394,,7227,,,,,,71835,21931,57840,3320,,,,11185,5470,,,,12167,,31040,5360,16473,1950,10029,,2221,5719,10493,,55060,1900,3344,17073,,31538,,23315,1979,2352,,2162,,2789,9008,1768,551991,,,202044,,12867,76728,,69966,,2123,,10249,20380,3239,12107,12343,1491,883,17375,20840,2746,1786,1667,896,49566,16392,13973,3950000,,,2078,3001,24506,13344,12792,493,,22577,1427526,2178,9579,9988,,2102,368319,2228,,3442,110240,52455,,14299,6373,,5468,9855,5435,1812,,1691,1221,,1253,26546,864,1168,,753219,7755,8036,5625,,1233,23727,,4090,19517,,,,,1913,53816,4101,1953,3555,92348,,,1166,,5386,,858,1710,,3985,22912,1122,,2373,10890,,,122666,88743,16867,,3091,8826,1512,,2518,3482,742,15702,3860,1785689,,667,683923,420774,91820,811,2880,35900,270166,15238,1500,5329,11385,,593925,,183075,17226,,24873,,184807,584,,3255545,4318,44645,529,15977,115407,1659,,7836,,36163,1618,967,66521,8817,,,5698,3553,44144,74277,33405,10340,15287,11900,13916,10661,13448,5667,25459,32687,3100924,75549,17447,726555,11295,1393,10130,26665,13472,186000,59757,247357,319881,10067,39669,825274,20034,9154,7577,38591,8466,7953,7000,5588,148897,9774,80285,5200,10317,919737,5750,9735,18307,4220,26491,2446,397126,89000,6594,29553,5337,225788,1058,56945,98213,,,16134,10011,6181,14496,16936327,81444,18406358,11027,9202,3916272,19900,,1228,265,12242,77167,9412,,15339,,,,,,,,,,,
1996-04-30,91990,32425,24467,,,,8691,,,58677,,62615,,158920,,,,,,37991,,1134,17208,,,14521,16557,,,,,68636,615,7899,,1339989,,14427,,,,,,,,14968,,,,,,94461,2798,,20621,19945,52781,,1776704,25320,8118,12584,,,,,23194,15129,,,,13391,15105,,10114,16749,,10082,,17830,,8903,18340,26687,,,,,12044,7365,19265,57914,88305,11959,,337385,,,35921,13241,92605,1016,,,41552,18857,,10233,,82241,,,683,82743,17873,87343,14810,12985,495375,,,278923,120169,,,2329,4845,11135,1859,,,3500,11262,,90893,,84538,,,5510,797,1675,2386424,,,25539,,,,13695,15587,,,38244,525559,,136151,8854,32094,,12142,,2131416,2618,,8158,,,,,,82708,27541,67568,3604,,,,12583,6366,,,,14233,,32086,5473,18377,2183,12668,,2574,6257,12702,,62688,2202,3717,23358,,32727,,31750,2319,2731,,2847,,3527,10431,1903,655304,,,257398,,14422,94668,,88836,,2248,,11881,21275,3450,15515,13510,1591,1163,20122,24972,2869,1794,1928,1019,46146,16787,18543,4481731,,,2109,4747,27560,13394,14551,589,,24825,1650261,2493,10782,10850,,2921,439238,2598,,4006,149926,57372,,16768,8047,,6417,11791,5961,2324,,1830,1327,,1532,29298,930,1184,,896256,9644,10398,7573,,1692,30301,,3857,27181,,,,,2219,60888,5022,2174,4225,107964,,,1396,,5716,,972,1947,,4151,24674,1255,,2842,11238,,,150184,98007,20606,,5632,12221,1757,,2901,4699,820,17796,4872,2189595,,663,809602,402648,115516,1042,3395,48375,286376,15174,1752,6603,13382,,757254,,214640,19913,,25731,,210424,664,,3793418,4037,51776,840,18443,142219,1906,,10774,,37181,1751,1319,78559,10916,,,6017,4118,47203,80335,39280,11314,17012,15300,17150,11733,14929,7103,26975,49030,4927023,86240,20305,806906,12765,1533,13860,29180,14370,237000,64298,265331,407859,11878,45772,981792,20953,9675,8495,45144,10706,9154,7630,6642,179469,10477,133131,6091,11930,982132,6600,11956,18482,5579,32222,2909,453858,94000,7753,35405,5880,233378,1417,78929,113159,,,18792,12538,8403,14248,22198099,95893,22820128,12657,10955,4937346,19800,,1365,282,11962,77167,10659,,14736,,,,,,,,,,,
1996-05-31,59880,29764,20999,,,,9205,,,51712,,63198,,142237,,,,,,39998,,1121,16436,,,12188,17831,,,,,60003,738,7335,,1172122,,14142,,,,,,,,14995,,,,,,97770,3555,,19882,19324,52872,,1799309,22129,7077,16203,,,,,22748,14364,,,,13220,13096,,9781,14582,,10442,,15103,,8607,19285,26352,,,,,10292,6797,17507,50621,94193,11959,,306146,,,34790,12936,95094,949,,,43972,19956,,10609,,71275,,,697,91429,16160,80190,14104,12827,541816,,,249279,152865,,,2625,5189,10644,2022,,,3010,10505,,83443,,80247,,,5051,922,1762,2326322,,,23445,,,,13618,17635,,,43463,486813,,147951,8413,61380,,11603,,1882751,2506,,8380,,,,,,102688,25865,63887,4356,,,,11942,6465,,,,13736,,33899,6018,16949,1918,15659,,2336,5832,11045,,62981,1943,3737,19700,,41594,,30859,2393,2526,,2733,,3682,11537,1855,549039,,,254631,,15012,88320,,66772,,2116,,10067,25475,4312,13047,11954,1705,1109,20300,26532,2869,2130,1958,970,46791,16590,20476,3840278,,,2194,3742,37095,13994,13217,566,,21733,1670510,3032,10493,10390,,2646,503293,2631,,3880,132288,59060,,14169,8047,,5004,10970,5669,1956,,1863,1289,,1406,28854,863,1067,,765789,9138,9517,7409,,1638,26871,,5153,26735,,,,,1985,58128,6268,2509,4637,94468,,,1627,,5331,,956,1938,,5230,25886,938,,2406,11064,,,139923,89718,18691,,4448,12706,1534,,3017,4251,815,15004,4422,2380919,,646,786220,388406,100706,890,4645,39400,219735,15366,1792,6119,14181,,635685,,215902,18175,,24147,,199445,691,,3368782,4823,51972,677,22092,136973,1991,,10089,,32496,1624,1199,79919,9796,,,6656,4038,39686,80599,38609,11230,16232,13800,18032,11532,13448,6045,23338,53837,4272384,77331,22712,735609,12920,1402,11304,24652,13970,240000,70837,313832,384369,12602,40977,917762,18931,9452,7585,38226,9013,10129,6800,6165,185130,9582,150407,5861,10446,912805,6510,11956,18631,4642,29685,2936,418027,94000,9482,34820,5930,208712,1173,77665,116575,,,16501,11858,7918,12591,19731643,103296,23639785,11506,11831,4846871,17200,,1112,299,10773,77167,10699,,12927,,,,,,,,,,,
1996-06-30,59446,27398,19296,,,,7817,,,48563,,53289,,126433,,,,,,38660,,980,14009,,,10459,15538,,,,,50247,830,7072,,1089661,,12830,,,,,,,,14167,,,,,,88745,3724,,15447,17640,46947,,1523535,20464,6002,15690,,,,,20874,12324,,,,10559,11810,,8850,13021,,8642,,13075,,8903,19096,25934,,,,,9416,5892,14449,44186,95664,10630,,287402,,,31113,11871,94597,852,,,39938,18927,,8998,,63834,,,643,64914,13479,72661,13139,12352,425713,,,226372,151167,,,2431,4581,10317,2322,,,2550,8915,,70032,,61365,,,4238,793,1408,2011667,,,19906,,,,12003,13011,,,38325,442105,,132520,8161,41642,,11117,,1716974,2356,,7582,,,,,,86201,23898,59155,3755,,,,11502,6465,,,,12856,,30272,5830,14473,1661,12668,,2002,5690,9481,,71294,1857,3641,16229,,40223,,27773,2338,4200,,2988,,3519,10273,1720,481147,,,221418,,13564,73140,,57773,,2050,,9614,23067,5270,11636,10302,1478,1014,17976,25339,2213,1831,1898,831,45952,14664,18279,3359188,,,2036,3469,35004,11545,12307,478,,19954,1478148,3307,8038,8611,,2523,366031,2281,,4694,98775,49941,,12609,6631,,4773,9151,6020,1960,,1846,1282,,1437,25658,897,975,,652339,9644,8283,7043,,1512,22011,,5153,26824,,,,,1725,55369,4840,2345,4483,87142,,,1362,,4782,,858,1624,,5147,23683,1238,,2180,10106,,,126062,72165,17323,,3016,12124,1397,,3655,3631,828,13143,4122,1891980,,541,651773,314609,87081,778,3922,37964,189116,14022,1526,6109,11784,,574720,,204539,16594,,20123,,177488,546,,2774291,6230,48357,623,17753,116573,1896,,9011,,29287,1525,1223,75062,8747,,,8919,3937,37151,73487,32230,10509,13901,12400,15092,9655,12214,5471,21519,50376,3790018,64146,21132,680155,10599,1323,11166,23747,13771,184200,58171,316627,371557,11226,36618,807488,17093,8410,6826,35678,7483,10129,6200,5449,153426,9181,116701,5401,9221,866587,5500,12383,16589,4379,24331,2557,350844,81100,7601,31596,6127,185943,1100,76074,97359,,,14392,10108,7520,12177,18662846,89500,20196599,10739,11743,3980897,14800,,946,428,10563,42158,8849,,12727,,,,,,,,,,,
1996-07-31,60748,24836,20053,,,,7560,,,48945,,59118,,135213,,,,,,33567,,961,12685,,25225,9508,17491,,,,,51024,842,6545,,1104386,,11975,,,18717,,,135,,14167,,,,,,88143,3939,,16112,21717,48770,,1518287,19701,5176,18529,,,,,23595,11049,,,,10215,11650,,9648,12502,,8282,,12795,,13405,20798,26352,,,,,8394,6061,13608,42470,95860,11355,,341551,,,31113,11871,107541,881,,,42359,22550,,8759,13830,61093,,,624,77714,12362,65507,16220,11798,469574,,,215771,185137,,,1909,6318,10775,2231,,,2450,8234,,73385,,53212,,,4946,728,1570,1873785,,,22688,,,,13388,14927,,4654,47295,432170,,119813,8461,40078,,10847,,1578827,2693,,7316,,,,,,108502,24408,63098,4422,,,,10948,7360,,,,13774,,33830,6159,16473,1818,15659,,2621,6596,9297,,92907,2001,4455,18856,,40680,,29487,2669,6442,,3568,,4325,11379,1883,451629,,,221418,,13672,79488,,59515,,2439,,10339,23123,6161,11707,9719,1686,1187,21189,25981,2689,2014,2129,962,49050,13084,16873,3148184,1911,,3954,3929,54317,12694,12004,514,,19298,1518645,5100,7952,11137,,2610,338579,2578,,6525,112886,47769,,11439,6566,,4054,10852,7305,2276,,2107,2395,,1862,27079,1029,1090,1610,737426,10566,8354,7683,,1764,30968,,6361,32528,,,,,1915,65890,5203,2495,4926,72876,,,1369,,4205,,1103,1795,,6293,26327,1260,,2390,10367,4861,,133208,83867,16503,,4079,12027,1455,,4422,4443,906,16284,4385,2631766,,663,704383,335324,110777,778,5699,42900,157957,13766,1752,6662,12583,,543057,,232821,17385,,22168,,182977,622,,2887527,7035,48064,662,19232,135225,1896,,10872,,23226,1564,1359,83599,9796,6253,,10916,4441,36495,72960,33237,12416,11893,12900,16366,9856,13942,5290,19701,64412,4031201,57731,22185,608858,10444,1507,11972,22137,11975,210000,60461,384257,439890,11661,35092,1131195,17461,8856,7403,34586,7756,10354,6000,7895,179469,8843,99086,5344,9286,1023728,5400,17763,19142,4407,25458,2816,391154,89500,9748,32240,6308,188030,1187,93025,108959,,3876,15950,9914,10140,12426,23760187,92529,25148677,10835,11977,3812872,15300,,1069,475,11262,39843,10056,,12727,,,,,,,,,,,
